Title3,Following Perseus,Greek,English,Benjamin Jowett,Schleiermacher,Primary translation,Literal translation,Secondary translation
0059-003|41.|Cr.44c.3.,0059-003|35.|Cr.44b.3.,οὐ γὰρ πείσονται οἱ πολλοὶ ὡς σὺ αὐτὸς οὐκ ἠθέλησας ἀπιέναι ἐνθένδε ἡμῶν προθυμουμένων.,"For most people will not believe that we were eager to help you to go away from here, but you refused.","For the many will not be persuaded that I wanted you to escape, and that you refused.","Denn das werden die Leute nicht glauben, daß du selbst nicht weggehn gewollt habest, wiewohl wir Alles dazu getan.",زیرا عموم مردم باور نخواهند کرد که تو خود علی رغم اصرارهای ما از ترک اینجا امتناع ورزیدی.,زیرا اکثریت مجاب نخواهند شد که تو خود نخواستی از اینجا بروی و ما مشتاق بودیم.,زیرا مردمان نخواهند پذیرفت که با وجودِ اشتیاق ما برای رهاندن‌ات از اینجا تو خود رضا بدین نداشته‌ای.
0059-003|42.|Cr.44c.4.,0059-003|39.|Cr.44c.1.,"Σωκράτης. ἀλλὰ τί ἡμῖν, ὦ μακάριε Κρίτων, οὕτω τῆς τῶν πολλῶν δόξης μέλει; ","Socrates. But, my dear Crito, why do we care so much for what most people think? ","Soc. But why, my dear Crito, should we care about the opinion of the many? ","Sokrates: Aber du guter Kriton, was soll uns doch die Meinung der Leute so sehr kümmern? ",سقراط: اما ای کریتون گرامی، چرا چنین به عقیده‌ی عموم مردم اعتنا می‌کنیم؟,سقراط: اما ای کریتون فرخنده، چرا نظر اکثریت این قدر برای ما مهم است؟ ,سقراط: اما ای کریتون گرانقدر، از چه روی ما تا بدین حد به پندار مردمان بها می‌دهیم؟
0059-003|43.|Cr.44d.1.,0059-003|39.|Cr.44c.1.,"οἱ γὰρ ἐπιεικέστατοι, ὧν μᾶλλον ἄξιον φροντίζειν, ἡγήσονται αὐτὰ οὕτω πεπρᾶχθαι ὥσπερ ἂν πραχθῇ.","For the most reasonable men, whose opinion is more worth considering, will think that things were done as they really will be done.","Good men, and they are the only persons who are worth considering, will think of these things truly as they happened.","Denn die Besseren auf welche es eher lohnt Bedacht zu nehmen werden schon glauben, es sei so gegangen wie es gegangen ist.",زیرا والاترین آنها، که بیشتر درخور توجه‌اند، امور را همانگونه که رخ داده‌اند درک خواهند کرد.,زیرا والاترین [آنان] که بیشتر درخور اعتنا هستند، چنان می‌اندیشند که امور بدان سان که رخ داده‌اند، رخ دادند.,چرا که برترین مردمان، آنها که بیشتر شایسته‌ی توجه‌‌اند، اتفاقات را همان گونه به انجام رسیده‌اند در خواهند یافت.
0059-003|44.|Cr.44d.2.,0059-003|43.|Cr.44d.1.,"Κρίτων. ἀλλ᾽ ὁρᾷς δὴ ὅτι ἀνάγκη, ὦ Σώκρατες, καὶ τῆς τῶν πολλῶν δόξης μέλειν. ","Crito. But you see it is necessary, Socrates, to care for the opinion of the public,","Cr. But do you see. Socrates, that the opinion of the many must be regarded, ","Kriton: Aber du siehst doch nun, Sokrates, daß es nötig ist auch um der Leute Meinung sich zu kümmern. ",کریتون: باری ای سقراط، حال می‌بینی که باید به عقیده‌ی عموم مردم اعتنا کرد.,کریتون: اما ای سقراط، اکنون می‌بینی که اهمیت دادن به نظر اکثریت لازم [است].,کریتون: اما ای سقراط، حال ضرورت بها دادن به پندار مردمان را می‌بینی.
0059-003|45.|Cr.44d.3.,0059-003|43.|Cr.44d.1.,"αὐτὰ δὲ δῆλα τὰ παρόντα νυνὶ ὅτι οἷοί τ᾽ εἰσὶν οἱ πολλοὶ οὐ τὰ σμικρότατα τῶν κακῶν ἐξεργάζεσθαι ἀλλὰ τὰ μέγιστα σχεδόν, ἐάν τις ἐν αὐτοῖς διαβεβλημένος ᾖ.","for this very trouble we are in now shows that the public is able to accomplish not by any means the least, but almost the greatest of evils, if one has a bad reputation with it.","as is evident in your own case, because they can do the very greatest evil to anyone who has lost their good opinion?","Eben das gegenwärtige zeigt ja genug, daß die Leute wohl vermögen nicht das kleinste Übel nur zuzufügen, sondern wohl das größte, wenn Jemand bei ihnen verläumdet ist.",وضعیت کنونی خود روشن [می‌سازد] که اگر فردی خود مورد اتهام عموم مردم باشد، قادرند نه کوچکترین که شاید بزرگترین شرور را به انجام رسانند.,اوضاع پیش آمده‌ی کنونی خود مبیّن این [است] که اکثریت اگر کسی در بین‌شان مورد اتهام قرار گرفته باشد نه به کوچکترین‌ بدی‌ها، بلکه کمابیش به انجام دادن بزرگ‌ترین‌شان نیز توانایند.,از همین رخداد کنونی آشکار است که اگر کسی در میانشان بی‌اعتبار شده باشد، مردمان می‌توانند نه کوچکترین شرها، بلکه کمابیش بزرگترین‌شان را در حق او مرتکب شوند.
0059-003|46.|Cr.44d.4.,0059-003|44.|Cr.44d.2.,"Σωκράτης. εἰ γὰρ ὤφελον, ὦ Κρίτων, οἷοί τ᾽ εἶναι οἱ πολλοὶ τὰ μέγιστα κακὰ ἐργάζεσθαι, ἵνα οἷοί τ᾽ ἦσαν καὶ ἀγαθὰ τὰ μέγιστα, καὶ καλῶς ἂν εἶχεν. ","Socrates. I only wish, Crito, the people could accomplish the greatest evils, that they might be able to accomplish also the greatest good things.  Then all would be well.","Soc. I only wish, Crito, that they could; for then they could also do the greatest good, and that would be well. ","Sokrates: Möchten sie nur, o Kriton, das größte Übel zuzufügen vermögen, damit sie auch das größte Gut vermöchten. Das wäre ja vortrefflich! ",سقراط: ای کریتون، چه نیک بود اگر می‌شد که عموم مردم می‌توانستند بدترین شرور را به انجام رسانند، و در این صورت می‌توانستند بزرگ ترین خیرها را نیز انجام دهند.,سقراط: کاشکی، ای کریتون، اکثریت انجام دادن بزرگترین بدی‌ها را قادر بودند، در این صورت به بزرگترین خوبی‌ها نیز قادر بودند، و [چنین] نیکو می‌بود.,سقراط: ای کریتون، کاش مردمان می‌توانستند شری سترگ انجام دهند و در این صورت به [انجام] مهترین نیکی‌ها نیز توانا می بودند، و این چنین پسندیده می‌بود. 
0059-003|47.|Cr.44d.5.,0059-003|44.|Cr.44d.2.,νῦν δὲ οὐδέτερα οἷοί τε: , But now they can do neither of the two; ,"But the truth is, that they can do neither good nor evil: ",Nun aber vermögen sie keines von beiden. ,اما اکنون قادر به هیچ یک از آن دو نیستند؛,اما اینک هیچ یک از این دو را نمی‌توانند؛,ولیکن اکنون نمی‌توانند هیچ یک از این دو را انجام دهند؛
0059-003|48.|Cr.44e.1.,0059-003|44.|Cr.44d.2.,"οὔτε γὰρ φρόνιμον οὔτε ἄφρονα δυνατοὶ ποιῆσαι, ποιοῦσι δὲ τοῦτο ὅτι ἂν τύχωσι.","for they are not able to make a man wise or foolish, but they do whatever occurs to them.",they cannot make a man wise or make him foolish; and whatever they do is the result of chance.,Denn weder vernünftig noch unvernünftig können sie machen; sondern sie machen nur was sich eben trifft.,چرا که قادر نیستند [کسی‌ را] نه دانا و نه نادان سازند، بلکه هر چه که پیش آید انجام می‌دهند.,زیرا نه قادرند به دانا ساختن و نه نادان [ساختن‌]، بلکه هر چه به نظرشان آید، آن را انجام می‌دهند.,از این روی که احدی را نه خردمند کردن توانند و نه بی‌خرد، لیکن آنچه را که بر ایشان حادث می‌شود همان می‌کنند.
0059-003|49.|Cr.44e.2.,0059-003|48.|Cr.44e.1.,Κρίτων. ταῦτα μὲν δὴ οὕτως ἐχέτω: ,Crito. That may well be. ,"Cr. Well, I will not dispute about that;",Kriton: Das mag immer so sein. ,کریتون: به راستی همین طور است.,کریتون: به راستی این چنین باشد. ,کریتون: همانا که بدین سان باشد. 
0059-003|50.|Cr.44e.3.,0059-003|48.|Cr.44e.1.,"τάδε δέ, ὦ Σώκρατες, εἰπέ μοι. ","But, Socrates, tell me this: ","but please to tell me, Socrates, ","Dies aber, Sokrates, sage mir, ",اما ای سقراط این را به من بگوی:,لیک ای سقراط با من این بگو،,اما ای سقراط این را به من بگو.
0059-003|51.|Cr.44e.4.,0059-003|48.|Cr.44e.1.,"ἆρά γε μὴ ἐμοῦ προμηθῇ καὶ τῶν ἄλλων ἐπιτηδείων μή, ἐὰν σὺ ἐνθένδε ἐξέλθῃς, οἱ συκοφάνται ἡμῖν πράγματα παρέχωσιν ὡς σὲ ἐνθένδε ἐκκλέψασιν, καὶ ἀναγκασθῶμεν ἢ καὶ πᾶσαν τὴν οὐσίαν ἀποβαλεῖν ἢ συχνὰ χρήματα, ἢ καὶ ἄλλο τι πρὸς τούτοις παθεῖν; ","you are not considering me and your other friends, are you, fearing that, if you escape, the informers will make trouble for us by saying that we stole you away, and we shall be forced to lose either all our property or a good deal of money, or be punished in some other way besides? ","whether you are not acting out of regard to me and your other friends: are you not afraid that if you escape hence we may get into trouble with the informers for having stolen you away, and lose either the whole or a great part of our property; or that even a worse evil may happen to us?","ob du auch nicht etwa um mich besorgt bist, und um die anderen Freunde, daß nicht wenn du von hier weggingest, die Angeber uns Händel anrichten, weil wir dir heimlich fortgeholfen hätten, und wir dann entweder unser ganzes Vermögen dran geben müßten, oder doch vieles Geld, und vielleicht noch sonst etwas dazu erleiden. ",به هر روی مبادا که مرا و دیگر یارانت را مراعات کنی که اگر تو از اینجا بگریزی، خبرچینان بدین خاطر که تو را از اینجا رهانیده‌ایم برای ما گرفتاری ایجاد کنند، و مجبور شویم یا همه‌ي دارایی خود و یا مال فراوانی را از کف بدهیم، یا حتی علاوه بر این‌ها به نحوی دیگر تاوان دهیم؟,مبادا که ملاحظه‌ی من و دیگر یارانت را می‌کنی، که اگر تو از این جا بگریزی، چون تو را از این جا ربوده‌ایم سوکُفانتِس‌ها برای ما گرفتاری‌ها به بار آورند و ناگزیر به از دست دادن همه‌ی هستی‌مان یا ثروت بسیار شویم، و یا حتی چیز دیگری افزون بر این‌ها را متحمل گردیم؟,چنین مباشد که ملاحظه‌ی من و دیگر دوستانت را کرده باشی، که اگر تو از اینجا بگریزی، جاسوسان برای ما ایجاد مشکل خواهند کرد، چرا که ما تو را از اینجا گریزاندیم، و وادار به از دست دادن تمام دارایی یا بخش اعظمی از اموال‌مان شویم، و یا [مجازات] دیگری را در راستای این‌ها تاب آوریم؟ 
0059-003|52.|Cr.45a.1.,0059-003|48.|Cr.44e.1.,"εἰ γάρ τι τοιοῦτον φοβῇ, ἔασον αὐτὸ χαίρειν: ","For if you are afraid of anything of that kind, let it go; ","Now, if this is your fear, be at ease;","Denn wenn du dergleichen etwas fürchtest, das laß gut sein.",چرا که اگر ترسی همانند این داری، آسوده خاطر باش.,چرا که اگر بیم چنین چیزهایی را داری، رها کردنش را روا دار.,زیرا اگر از چنین چیزی می‌ترسی، آن را از ذهن بیرون کن.
